candidate_id,rank,elite,plain,best_grade,pids,markers,title,company,yoe,city,country,reloc,resp,days_active,notice,open_to_work,stuffer,n_jobs,short_ended,avg_tenure,consult_only,ghost
CAND_0001610,,0,0,4,P29:4|P31:4|P28:4,D,Machine Learning Engineer,Dream11,3.0,"Trivandrum, Kerala",India,True,0.57,59,90,True,0,3,1,20.3,0,0
CAND_0001651,,0,0,3,P21:3|P21:3|P24:3,,Data Scientist,Meesho,6.5,"Hyderabad, Telangana",India,False,0.51,75,90,False,0,3,1,25.7,0,0
CAND_0001707,,0,0,3,P26:3|P23:2,,Data Scientist,Vedantu,5.6,"Pune, Maharashtra",India,True,0.48,103,90,True,0,2,0,33.0,0,0
CAND_0001808,,0,0,3,P25:3|P24:3,,ML Engineer,Yellow.ai,3.8,"Mumbai, Maharashtra",India,False,0.7,113,30,False,0,2,1,22.5,0,0
CAND_0001819,,0,0,3,P24:3|P24:3,,ML Engineer,Genpact AI,4.4,"Coimbatore, Tamil Nadu",India,True,0.75,47,60,True,0,2,0,26.0,0,0
CAND_0001930,,0,0,3,P22:3|P22:3|P24:3,,Senior Software Engineer (ML),Dream11,6.9,"Kolkata, West Bengal",India,False,0.65,94,120,True,0,3,1,27.0,0,0
CAND_0001940,,0,0,3,P21:3|P23:2,,AI Research Engineer,Nykaa,4.3,San Francisco,USA,True,0.87,65,90,False,0,2,0,25.5,0,0
CAND_0002025,12,1,0,5,P35:5|P33:5,,Senior AI Engineer,Apple,5.9,"Trivandrum, Kerala",India,False,0.8,15,30,True,0,2,0,35.0,0,0
CAND_0002037,,0,0,3,P26:3|P22:3,,ML Engineer,Locobuzz,5.5,"Indore, Madhya Pradesh",India,False,0.37,54,60,False,0,2,0,32.5,0,0
CAND_0002120,,0,0,3,P26:3|P22:3,,ML Engineer,HCL,6.5,Berlin,Germany,False,0.72,21,45,True,0,2,0,38.5,0,0
CAND_0002270,,0,0,3,P24:3|P23:2,,Computer Vision Engineer,Glance,3.4,"Coimbatore, Tamil Nadu",India,True,0.7,66,90,False,0,2,1,20.0,0,0
CAND_0002344,,0,0,3,P23:2|P21:3,,Senior Software Engineer (ML),upGrad,4.7,"Chennai, Tamil Nadu",India,False,0.83,61,120,True,0,2,0,28.0,0,0
CAND_0002426,,0,0,3,P22:3,,Data Scientist,Freshworks,3.3,"Ahmedabad, Gujarat",India,False,0.8,55,60,True,0,1,0,39.0,0,0
CAND_0002526,,0,0,3,P25:3|P25:3|P24:3,,Data Scientist,Wipro,5.4,"Vizag, Andhra Pradesh",India,True,0.68,44,45,True,0,3,1,21.3,0,0
CAND_0002610,,0,0,3,P22:3|P25:3,,Senior Software Engineer (ML),Aganitha,3.0,San Francisco,USA,False,0.26,58,90,True,0,2,1,17.5,0,0
CAND_0002706,,0,0,3,P24:3|P25:3|P25:3,,Junior ML Engineer,Zoho,6.9,"Trivandrum, Kerala",India,False,0.58,19,90,True,0,3,1,27.3,0,0
CAND_0002770,,0,0,3,P23:2|P21:3|P26:3,,AI Research Engineer,Wipro,5.7,"Bhubaneswar, Odisha",India,True,0.59,97,120,True,0,3,2,22.3,0,0
CAND_0002793,,0,0,3,P24:3|P26:3,,AI Specialist,Meesho,5.5,"Trivandrum, Kerala",India,False,0.77,111,30,False,0,2,0,32.5,0,0
CAND_0003100,,0,0,3,P23:2|P25:3,,AI Specialist,Verloop.io,5.5,"Delhi, Delhi",India,False,0.66,80,90,False,0,2,1,33.0,0,0
CAND_0003290,,0,0,3,P24:3|P26:3|P25:3,,Computer Vision Engineer,Verloop.io,5.9,"Coimbatore, Tamil Nadu",India,False,0.58,84,120,True,0,3,0,23.3,0,0
CAND_0003506,,0,0,3,P21:3|P24:3|P22:3,,Computer Vision Engineer,Dream11,5.9,"Jaipur, Rajasthan",India,False,0.58,21,90,False,0,3,1,23.0,0,0
CAND_0003557,,0,0,3,P22:3|P22:3,,ML Engineer,Krutrim,6.8,"Chandigarh, Chandigarh",India,False,0.47,106,90,True,0,2,0,40.5,0,0
CAND_0003575,,0,0,3,P21:3|P21:3,,Data Scientist,Glance,3.7,"Ahmedabad, Gujarat",India,True,0.67,19,45,True,0,2,0,22.0,0,0
CAND_0003609,,0,0,3,P21:3|P22:3|P24:3,,Senior Software Engineer (ML),Sarvam AI,6.1,"Bhubaneswar, Odisha",India,False,0.5,91,60,False,0,3,1,24.0,0,0
CAND_0003756,,0,0,3,P23:2|P22:3|P26:3|P24:3,,Senior Software Engineer (ML),Nykaa,6.5,Seattle,USA,False,0.38,16,90,False,0,4,1,19.2,0,0
CAND_0003791,,0,0,3,P21:3|P23:2|P23:2,,ML Engineer,Meesho,6.6,San Francisco,USA,False,0.66,95,45,True,0,3,1,26.0,0,0
CAND_0003841,,0,0,3,P24:3|P22:3,,ML Engineer,Tech Mahindra,5.0,"Pune, Maharashtra",India,False,0.71,93,30,True,0,2,1,29.5,0,0
CAND_0003977,97,0,0,4,P29:4|P29:4,,Recommendation Systems Engineer,Google,4.6,"Delhi, Delhi",India,False,0.55,84,45,False,0,2,1,27.5,0,0
CAND_0004112,,0,0,3,P21:3|P26:3|P24:3,,Senior Software Engineer (ML),Zoho,6.5,"Vizag, Andhra Pradesh",India,False,0.59,40,120,False,0,3,1,25.7,0,0
CAND_0004131,,0,0,3,P21:3|P21:3|P23:2,,Junior ML Engineer,Flipkart,6.8,"Coimbatore, Tamil Nadu",India,True,0.47,93,120,True,0,3,1,26.7,0,0
CAND_0004402,,0,0,3,P22:3|P23:2,,AI Research Engineer,Yellow.ai,6.0,"Delhi, Delhi",India,False,0.83,16,60,True,0,2,0,35.5,0,0
CAND_0004534,,0,0,3,P24:3|P23:2,,Senior Software Engineer (ML),Glance,4.2,"Indore, Madhya Pradesh",India,False,0.53,26,120,True,0,2,0,24.5,0,0
CAND_0004555,,0,0,3,P25:3|P23:2|P26:3,,Senior Software Engineer (ML),Dream11,5.0,"Kochi, Kerala",India,False,0.71,113,90,True,0,3,1,19.7,0,0
CAND_0004628,,0,0,3,P21:3,,AI Research Engineer,PharmEasy,3.3,"Bhubaneswar, Odisha",India,True,0.77,85,90,True,0,1,0,39.0,0,0
CAND_0004848,,0,0,3,P24:3|P21:3,,Junior ML Engineer,Freshworks,5.7,"Bangalore, Karnataka",India,True,0.32,111,45,True,0,2,0,33.5,0,0
CAND_0004972,,0,0,3,P26:3|P21:3,,ML Engineer,Glance,6.0,"Gurgaon, Haryana",India,False,0.74,58,90,False,0,2,0,35.5,0,0
CAND_0005191,,0,0,3,P26:3|P25:3|P21:3,,AI Specialist,Flipkart,6.2,"Vizag, Andhra Pradesh",India,True,0.45,94,60,True,0,3,1,24.3,0,0
CAND_0005260,19,1,0,5,P33:5|P34:5,,Senior NLP Engineer,Netflix,5.2,"Chennai, Tamil Nadu",India,True,0.86,31,60,False,0,2,0,30.5,0,0
CAND_0005269,,0,0,3,P23:2|P21:3,,Senior Software Engineer (ML),Sarvam AI,6.1,"Kochi, Kerala",India,False,0.28,42,45,True,0,2,0,36.0,0,0
CAND_0005303,,0,0,3,P26:3|P22:3,,Junior ML Engineer,CRED,3.1,"Chandigarh, Chandigarh",India,False,0.8,77,45,True,0,2,1,18.5,0,0
CAND_0005311,,0,0,3,P23:2|P24:3,,AI Research Engineer,Aganitha,5.7,"Mumbai, Maharashtra",India,False,0.29,35,30,True,0,2,0,33.5,0,0
CAND_0005477,,0,0,3,P24:3|P23:2|P25:3,,ML Engineer,Zomato,6.2,"Bangalore, Karnataka",India,True,0.35,17,45,True,0,3,1,24.3,0,0
CAND_0005509,,0,0,3,P22:3|P23:2|P22:3,,Data Scientist,Ola,6.0,"Noida, Uttar Pradesh",India,True,0.4,16,30,True,0,3,1,23.3,0,0
CAND_0005538,18,0,1,5,P43:5|P39:5|P39:5|P35:5,,Senior AI Engineer,Adobe,5.9,"Kolkata, West Bengal",India,False,0.81,24,90,True,0,4,2,17.2,0,0
CAND_0005649,57,0,0,4,P29:4|P30:3|P32:3|P28:4,,Senior Data Scientist,Sarvam AI,7.4,"Delhi, Delhi",India,True,0.57,57,90,True,0,4,2,22.0,0,0
CAND_0005685,,0,0,3,P25:3|P23:2|P23:2,,Computer Vision Engineer,HCL,6.7,"Chennai, Tamil Nadu",India,False,0.31,66,120,True,0,3,1,26.3,0,0
CAND_0005883,,0,0,3,P21:3,,Computer Vision Engineer,Unacademy,3.5,"Hyderabad, Telangana",India,True,0.78,63,30,False,0,1,0,42.0,0,0
CAND_0006209,,0,0,3,P23:2|P26:3,,AI Specialist,Aganitha,3.9,"Hyderabad, Telangana",India,True,0.66,57,45,True,0,2,1,23.0,0,0
CAND_0006354,,0,0,3,P23:2|P22:3|P24:3,,Data Scientist,Tech Mahindra,4.5,"Mumbai, Maharashtra",India,True,0.7,108,90,False,0,3,1,17.3,0,0
CAND_0006418,94,0,0,4,P28:4|P32:3,,Machine Learning Engineer,Verloop.io,5.7,"Gurgaon, Haryana",India,True,0.92,71,60,True,0,2,0,33.5,0,0
CAND_0006437,,0,0,3,P21:3|P22:3|P21:3,,Senior Software Engineer (ML),Razorpay,6.2,"Bhubaneswar, Odisha",India,False,0.34,67,90,False,0,3,1,24.3,0,0
CAND_0006538,,0,0,3,P22:3|P23:2|P26:3,,AI Specialist,Dream11,5.7,"Kolkata, West Bengal",India,True,0.86,65,60,True,0,3,1,22.3,0,0
CAND_0006557,,0,0,4,P27:4|P31:4,,NLP Engineer,Paytm,7.9,"Jaipur, Rajasthan",India,True,0.63,61,120,True,0,2,0,47.0,0,0
CAND_0006567,2,0,1,5,P39:5|P42:5|P40:5,,Senior AI Engineer,Meta,7.9,"Noida, Uttar Pradesh",India,True,0.79,38,60,True,0,3,1,31.3,0,0
CAND_0006581,,0,0,3,P23:2|P22:3,,AI Specialist,Sarvam AI,3.3,"Bhubaneswar, Odisha",India,False,0.32,84,120,False,0,2,1,19.5,0,0
CAND_0006821,,0,0,3,P23:2|P26:3,,Senior Software Engineer (ML),Unacademy,5.0,"Kolkata, West Bengal",India,False,0.34,54,60,False,0,2,0,29.5,0,0
CAND_0006833,,0,0,3,P21:3|P22:3|P25:3,,AI Research Engineer,Mad Street Den,5.7,"Kochi, Kerala",India,True,0.26,53,120,False,0,3,1,22.7,0,0
CAND_0006850,,0,0,3,P23:2|P22:3,,Data Scientist,Yellow.ai,3.7,"Gurgaon, Haryana",India,False,0.46,78,120,True,0,2,0,22.0,0,0
CAND_0006870,,0,0,3,P21:3|P21:3,,ML Engineer,Aganitha,3.9,"Coimbatore, Tamil Nadu",India,False,0.33,27,30,True,0,2,1,23.0,0,0
CAND_0007009,87,0,0,4,P30:3|P30:3|P29:4,,Recommendation Systems Engineer,Wysa,7.9,"Noida, Uttar Pradesh",India,False,0.62,83,30,True,0,3,0,31.3,0,0
CAND_0007052,,0,0,3,P21:3|P21:3|P21:3,,ML Engineer,Unacademy,6.5,"Pune, Maharashtra",India,False,0.85,93,60,True,0,3,1,26.0,0,0
CAND_0007088,,0,0,3,P26:3,,ML Engineer,BYJU'S,4.4,"Noida, Uttar Pradesh",India,True,0.6,83,90,False,0,1,0,52.0,0,0
CAND_0007391,,0,0,3,P24:3|P25:3,,Data Scientist,Locobuzz,4.3,"Coimbatore, Tamil Nadu",India,False,0.79,99,90,False,0,2,0,25.5,0,0
CAND_0007411,,1,0,5,P36:5|P33:5,,Senior Machine Learning Engineer,Amazon,8.0,"Kochi, Kerala",India,True,0.12,190,15,False,0,2,0,47.5,0,1
CAND_0007412,95,0,0,4,P30:3|P28:4|P30:3|P30:3|P27:4,,Applied ML Engineer,Zoho,7.4,"Noida, Uttar Pradesh",India,False,0.76,52,120,True,0,5,4,17.4,0,0
CAND_0007460,,0,0,4,P27:4,,AI Engineer,Salesforce,4.7,"Pune, Maharashtra",India,False,0.48,20,120,True,0,1,0,56.0,0,0
CAND_0007567,,0,0,3,P23:2|P25:3,,AI Specialist,Niramai,6.1,"Kochi, Kerala",India,True,0.8,96,60,True,0,2,0,36.0,0,0
CAND_0007596,,0,0,3,P22:3|P24:3,,Junior ML Engineer,Flipkart,4.4,"Delhi, Delhi",India,False,0.86,19,45,True,0,2,1,26.0,0,0
CAND_0007631,,0,0,3,P26:3|P23:2,,AI Specialist,Saarthi.ai,5.2,"Ahmedabad, Gujarat",India,True,0.28,20,45,True,0,2,0,31.0,0,0
CAND_0007861,,0,0,3,P24:3|P22:3|P24:3,,Senior Software Engineer (ML),Observe.AI,5.3,"Bhubaneswar, Odisha",India,True,0.57,50,90,False,0,3,1,20.7,0,0
CAND_0007874,,0,0,3,P22:3|P23:2,,Junior ML Engineer,Sarvam AI,3.7,"Chandigarh, Chandigarh",India,True,0.75,85,60,False,0,2,0,22.0,0,0
CAND_0007916,,0,0,3,P26:3|P24:3,,Computer Vision Engineer,Razorpay,3.7,"Indore, Madhya Pradesh",India,True,0.87,79,90,True,0,2,1,22.0,0,0
CAND_0008049,,0,0,3,P23:2|P26:3|P22:3,,ML Engineer,Niramai,6.3,"Pune, Maharashtra",India,True,0.43,95,60,False,0,3,1,24.7,0,0
CAND_0008139,,0,0,3,P21:3|P24:3,,Data Scientist,Unacademy,4.8,"Trivandrum, Kerala",India,False,0.68,36,90,False,0,2,1,28.5,0,0
CAND_0008202,,0,0,3,P26:3|P22:3|P23:2,,Senior Software Engineer (ML),Yellow.ai,5.7,"Vizag, Andhra Pradesh",India,False,0.5,74,60,False,0,3,2,22.3,0,0
CAND_0008218,,0,0,3,P26:3|P26:3|P23:2,,Senior Software Engineer (ML),Aganitha,7.0,"Coimbatore, Tamil Nadu",India,False,0.39,66,45,False,0,3,0,27.3,0,0
CAND_0008239,,0,0,4,P27:4,,AI Engineer,Apple,4.0,"Jaipur, Rajasthan",India,True,0.73,87,15,True,0,1,0,48.0,0,0
CAND_0008295,,0,0,3,P26:3|P24:3,,AI Research Engineer,Razorpay,6.5,"Pune, Maharashtra",India,True,0.89,15,45,True,0,2,0,38.5,0,0
CAND_0008297,,0,0,3,P24:3|P21:3|P24:3,,Computer Vision Engineer,Rephrase.ai,5.3,New York,USA,False,0.63,105,30,True,0,3,2,20.7,0,0
CAND_0008425,15,1,0,5,P37:5|P33:5|P36:5,,Senior NLP Engineer,Ola,7.8,"Kolkata, West Bengal",India,False,0.66,46,90,True,0,3,0,30.7,0,0
CAND_0008517,,0,0,3,P26:3|P23:2|P22:3,,AI Research Engineer,Locobuzz,5.6,"Noida, Uttar Pradesh",India,True,0.8,77,120,True,0,3,0,21.7,0,0
CAND_0008533,,0,0,3,P21:3|P22:3,,Data Scientist,Krutrim,3.4,"Mumbai, Maharashtra",India,False,0.48,33,90,True,0,2,1,20.0,0,0
CAND_0008618,,0,0,3,P25:3|P22:3,,Computer Vision Engineer,Saarthi.ai,4.7,"Gurgaon, Haryana",India,False,0.38,84,120,True,0,2,0,27.5,0,0
CAND_0008628,,0,0,3,P22:3|P23:2,,AI Specialist,Ola,3.2,Sydney,Australia,True,0.54,73,60,False,0,2,1,19.0,0,0
CAND_0008918,,0,0,3,P23:2|P22:3,,AI Specialist,Genpact AI,3.6,"Jaipur, Rajasthan",India,False,0.57,102,90,True,0,2,0,21.0,0,0
CAND_0008978,,0,0,3,P25:3|P22:3|P22:3,,Junior ML Engineer,Tech Mahindra,6.7,"Pune, Maharashtra",India,False,0.29,58,90,False,0,3,1,26.7,0,0
CAND_0009024,,0,0,4,P31:4|P31:4,,Search Engineer,Google,5.2,"Chennai, Tamil Nadu",India,False,0.46,62,30,True,0,2,0,30.5,0,0
CAND_0009200,,0,0,3,P21:3|P22:3,,AI Specialist,HCL,5.7,"Vizag, Andhra Pradesh",India,False,0.32,107,45,True,0,2,0,33.5,0,0
CAND_0009236,,0,0,3,P22:3|P22:3,,AI Specialist,Vedantu,6.3,"Chennai, Tamil Nadu",India,False,0.32,70,120,True,0,2,0,37.5,0,0
CAND_0009505,,0,0,3,P21:3|P22:3,,Computer Vision Engineer,Wipro,4.9,"Kochi, Kerala",India,True,0.31,104,90,True,0,2,1,29.0,0,0
CAND_0009516,,0,0,3,P22:3|P23:2|P24:3,,AI Specialist,Verloop.io,6.9,New York,USA,False,0.34,31,30,False,0,3,1,27.3,0,0
CAND_0009691,39,0,0,4,P31:4|P31:4|P31:4,,Applied ML Engineer,LinkedIn,6.2,"Indore, Madhya Pradesh",India,True,0.64,25,120,True,0,3,1,24.3,0,0
CAND_0009722,,0,0,3,P21:3|P21:3|P24:3|P25:3,,Computer Vision Engineer,Freshworks,6.2,"Bhubaneswar, Odisha",India,False,0.41,74,45,True,0,4,1,18.2,0,0
CAND_0009837,,0,0,4,P28:4,,Senior Data Scientist,Rephrase.ai,4.3,"Noida, Uttar Pradesh",India,False,0.53,71,60,False,0,1,0,51.0,0,0
CAND_0009981,,0,0,3,P26:3,,AI Specialist,Wipro,3.4,"Indore, Madhya Pradesh",India,False,0.74,62,60,False,0,1,0,40.0,1,0
CAND_0010000,,0,0,3,P25:3,,AI Research Engineer,Aganitha,3.2,"Gurgaon, Haryana",India,True,0.31,92,90,True,0,1,0,38.0,0,0
CAND_0010149,,0,0,3,P23:2|P25:3|P22:3|P22:3,,ML Engineer,Glance,6.9,"Bangalore, Karnataka",India,True,0.82,16,90,True,0,4,1,20.5,0,0
CAND_0010257,44,0,0,4,P32:3|P28:4|P31:4,,Senior Data Scientist,Google,6.5,"Noida, Uttar Pradesh",India,True,0.72,28,120,True,0,3,1,25.7,0,0
CAND_0010283,,0,0,3,P24:3|P21:3|P24:3,,AI Specialist,Saarthi.ai,5.3,"Mumbai, Maharashtra",India,False,0.55,51,120,True,0,3,0,20.7,0,0
CAND_0010408,,0,0,3,P23:2|P25:3,,Junior ML Engineer,Meesho,5.7,"Coimbatore, Tamil Nadu",India,False,0.36,70,60,True,0,2,0,33.5,0,0
CAND_0010541,,0,0,3,P21:3|P22:3,,AI Research Engineer,Wysa,6.2,"Hyderabad, Telangana",India,False,0.59,94,60,True,0,2,0,37.0,0,0
CAND_0010603,,0,0,3,P21:3|P22:3,,ML Engineer,BYJU'S,5.3,"Bangalore, Karnataka",India,False,0.94,18,90,True,0,2,1,31.5,0,0
CAND_0010655,,0,0,3,P26:3|P24:3|P23:2,,ML Engineer,upGrad,5.8,"Hyderabad, Telangana",India,False,0.36,42,120,True,0,3,1,22.7,0,0
CAND_0010685,31,0,0,4,P27:4|P32:3|P29:4|P28:4,,NLP Engineer,Rephrase.ai,6.7,"Kolkata, West Bengal",India,False,0.83,86,30,True,0,4,1,19.8,0,0
CAND_0010770,,0,0,4,P28:4|P29:4|P27:4|P29:4,CD,Recommendation Systems Engineer,Aganitha,15.2,"Kolkata, West Bengal",India,True,0.73,36,30,True,0,4,2,21.5,0,0
CAND_0010791,,0,0,3,P23:2|P24:3,,Senior Software Engineer (ML),Mad Street Den,4.2,"Pune, Maharashtra",India,True,0.3,90,120,False,0,2,0,25.0,0,0
CAND_0011065,,0,0,3,P24:3|P23:2|P21:3,,Computer Vision Engineer,Nykaa,5.4,"Mumbai, Maharashtra",India,False,0.41,113,60,False,0,3,1,21.3,0,0
CAND_0011125,,0,0,3,P25:3|P23:2,,Junior ML Engineer,Wysa,6.6,"Bangalore, Karnataka",India,False,0.58,90,120,False,0,2,0,39.5,0,0
CAND_0011135,,0,0,3,P23:2|P21:3,,Data Scientist,Locobuzz,4.7,"Vizag, Andhra Pradesh",India,False,0.29,60,30,False,0,2,1,28.0,0,0
CAND_0011140,,0,0,3,P22:3|P21:3,,ML Engineer,Haptik,5.1,Austin,USA,False,0.52,91,120,True,0,2,1,30.0,0,0
CAND_0011162,79,0,0,4,P28:4|P32:3|P27:4,,Recommendation Systems Engineer,upGrad,5.8,"Coimbatore, Tamil Nadu",India,True,0.75,31,90,True,0,3,1,22.7,0,0
CAND_0011208,,0,0,3,P25:3|P26:3|P23:2,,Data Scientist,Nykaa,6.0,London,UK,False,0.42,62,60,False,0,3,0,23.7,0,0
CAND_0011220,,0,0,3,P23:2|P22:3,,Junior ML Engineer,Zoho,3.3,"Bangalore, Karnataka",India,True,0.36,21,120,False,0,2,0,19.0,0,0
CAND_0011263,,0,0,3,P25:3|P21:3,,ML Engineer,Ola,5.1,"Pune, Maharashtra",India,False,0.42,38,60,True,0,2,0,30.0,0,0
CAND_0011326,,0,0,3,P25:3,,Data Scientist,Haptik,4.1,"Kochi, Kerala",India,True,0.79,54,120,True,0,1,0,49.0,0,0
CAND_0011327,,0,0,3,P21:3|P22:3|P26:3,,AI Research Engineer,Krutrim,6.3,"Gurgaon, Haryana",India,False,0.79,16,60,True,0,3,2,24.7,0,0
CAND_0011432,85,0,0,4,P28:4|P30:3|P28:4,,Senior Data Scientist,Amazon,7.6,"Chennai, Tamil Nadu",India,False,0.67,86,60,True,0,3,0,30.0,0,0
CAND_0011489,,0,0,3,P26:3|P24:3,,ML Engineer,Glance,5.8,Toronto,Canada,False,0.47,56,60,True,0,2,0,34.0,0,0
CAND_0011643,,0,0,3,P21:3|P25:3,,AI Research Engineer,Swiggy,4.2,"Jaipur, Rajasthan",India,False,0.85,29,90,True,0,2,0,24.5,0,0
CAND_0011687,8,1,0,5,P36:5|P33:5,,Senior NLP Engineer,Niramai,7.8,"Indore, Madhya Pradesh",India,False,0.89,31,15,True,0,2,0,46.0,0,0
CAND_0011707,,0,0,3,P26:3|P26:3,,Data Scientist,HCL,4.8,"Ahmedabad, Gujarat",India,False,0.36,68,60,False,0,2,0,28.5,0,0
CAND_0011757,,0,0,3,P21:3|P25:3,,Junior ML Engineer,Sarvam AI,4.1,"Chennai, Tamil Nadu",India,False,0.63,72,90,True,0,2,0,24.0,0,0
CAND_0011923,,0,0,3,P21:3|P23:2,,AI Research Engineer,PolicyBazaar,4.0,Austin,USA,False,0.27,39,60,False,0,2,0,23.5,0,0
CAND_0012399,,0,0,3,P25:3,,Computer Vision Engineer,Wipro,4.6,"Trivandrum, Kerala",India,True,0.94,16,45,True,0,1,0,55.0,1,0
CAND_0012632,,0,0,3,P25:3|P24:3,,AI Specialist,Razorpay,6.0,Austin,USA,True,0.53,78,120,False,0,2,0,36.0,0,0
CAND_0012798,,0,0,3,P25:3|P23:2|P22:3,,AI Research Engineer,Vedantu,5.1,Dubai,UAE,False,0.52,106,30,False,0,3,1,20.0,0,0
CAND_0012805,,0,0,3,P23:2|P21:3,,Data Scientist,HCL,4.9,"Ahmedabad, Gujarat",India,False,0.83,18,120,True,0,2,1,29.0,0,0
CAND_0012837,,0,0,3,P24:3|P22:3|P23:2,,Junior ML Engineer,Sarvam AI,6.4,"Chandigarh, Chandigarh",India,True,0.81,80,60,True,0,3,1,25.3,0,0
CAND_0012840,,0,0,3,P24:3|P25:3,,Junior ML Engineer,Nykaa,3.7,"Mumbai, Maharashtra",India,True,0.9,18,60,True,0,2,1,22.0,0,0
CAND_0012888,,0,0,3,P23:2|P22:3,,Junior ML Engineer,Genpact AI,6.4,"Delhi, Delhi",India,False,0.43,98,30,True,0,2,0,38.0,0,0
CAND_0012957,,0,0,4,P27:4|P31:4,,Search Engineer,Razorpay,4.9,"Chennai, Tamil Nadu",India,True,0.67,39,120,False,0,2,0,29.0,0,0
CAND_0012988,,0,0,3,P21:3|P22:3,,Senior Software Engineer (ML),Niramai,4.3,"Mumbai, Maharashtra",India,True,0.73,106,60,False,0,2,1,25.5,0,0
CAND_0013002,,0,0,3,P24:3|P22:3,,Senior Software Engineer (ML),TCS,4.4,New York,USA,False,0.76,96,45,False,0,2,1,26.0,0,0
CAND_0013111,,0,0,3,P23:2|P24:3,,AI Research Engineer,Saarthi.ai,4.2,"Indore, Madhya Pradesh",India,False,0.7,39,60,True,0,2,1,24.5,0,0
CAND_0013122,,0,0,3,P22:3|P24:3,,AI Specialist,Unacademy,4.3,"Coimbatore, Tamil Nadu",India,False,0.56,95,30,True,0,2,0,25.5,0,0
